,title,authors,venue,year,unique_id
862,efficient user-adaptable similarity search in large multimedia databases,"thomas seidl , hans-peter kriegel",very large data bases,1997,862
863,database research at ut arlington,"sharma chakravarthy , alp aslandogan , ramez elmasri , leonidas fegaras , junghwan oh",acm sigmod record,2003,863
864,mining multi-dimensional constrained gradients in data cubes,"guozhu dong , jiawei han , joyce m. w. lam , jian pei , ke wang",very large data bases,2001,864
865,very large databases in a commercial application environment,karl-heinz hess,very large data bases,1996,865
866,a theory of redo recovery,"david lomet , mark tuttle",international conference on management of data,2003,866
867,hypergraph based reorderings of outer join queries with complex predicates,"gautam bhargava , piyush goel , bala iyer",international conference on management of data,1995,867
868,"a query language for multidimensional arrays : design , implementation , and optimization techniques","leonid libkin , rona machlin , limsoon wong",international conference on management of data,1996,868
869,relational data sharing in peer-based data management systems,"beng chin ooi , yanfeng shu , kian-lee tan",acm sigmod record,2003,869
870,the ecrc multi database system,"willem jonker , heribert sch &#252; tz",international conference on management of data,1995,870
871,simultaneous optimization and evaluation of multiple dimensional queries,"yihong zhao , prasad m. deshpande , jeffrey f. naughton , amit shukla",international conference on management of data,1998,871
872,evaluating functional joins along nested reference sets in object-relational and object-oriented databases,"reinhard braumandl , jens clau &#223; en , alfons kemper",very large data bases,1998,872
873,multimediaminer : a system prototype for multimedia data mining,"osmar r. za &#239; ane , jiawei han , ze-nian li , sonny h. chee , jenny y. chiang",international conference on management of data,1998,873
874,an approach for building secure database federations,"dirk jonscher , klaus r. dittrich",very large data bases,1994,874
875,report on the 1995 international workshop on temporal databases,"arie segev , christian s. jensen , richard thomas snodgrass",acm sigmod record,1995,875
876,query optimization for xml,"jason mchugh , jennifer widom",very large data bases,1999,876
877,bringing order to query optimization,"giedrius slivinskas , christian s. jensen , richard thomas snodgrass",acm sigmod record,2002,877
878,constraint databases : a tutorial introduction,jan van den bussche,acm sigmod record,2000,878
879,special section on data mining for intrusion detection and threat analysis,daniel barbar &#225;,acm sigmod record,2001,879
880,composing web services on the semantic web,"brahim medjahed , athman bouguettaya , ahmed k. elmagarmid",the vldb journal -- the international journal on very large data bases,2003,880
881,editorial,"peter apers , stefano ceri , richard snodgrass",the vldb journal -- the international journal on very large data bases,2002,881
882,temporal queries in olap,"alberto o. mendelzon , alejandro a. vaisman",very large data bases,2000,882
883,report on first international workshop on real-time database systems,"azer bestavros , kwei-jay lin , sang son",acm sigmod record,1996,883
884,use of a component architecture in integrating relational and non-relational,robert atkinson,international conference on management of data,1995,884
885,sql query optimization : reordering for a general class of queries,"piyush goel , bala iyer",international conference on management of data,1996,885
886,iterative spatial join,"edwin h. jacox , hanan samet",acm transactions on database systems ( tods ),2003,886
887,a language based multidatabase system,"eva k &#252; hn , thomas tschernko , konrad schwarz",international conference on management of data,1994,887
888,space optimization in deductive databases,"divesh srivastava , s. sudarshan , raghu ramakrishnan , jeffrey f. naughton",acm transactions on database systems ( tods ),1995,888
889,the ecrc multi database system,"willem jonker , heribert sch &#252; tz",international conference on management of data,1995,889
890,on the computation of multidimensional aggregates,"sameet agarwal , rakesh agrawal , prasad deshpande , ashish gupta , jeffrey f. naughton , raghu ramakrishnan , sunita sarawagi",very large data bases,1996,890
891,efficient integration and aggregation of historical information,"mirek riedewald , divyakant agrawal , amr el abbadi",international conference on management of data,2002,891
892,ptool : a scalable persistent object manager,"r. l. grossman , x. qin",international conference on management of data,1994,892
893,disima : a distributed and interoperable image database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",international conference on management of data,2000,893
894,storing semistructured data with stored,"alin deutsch , mary fernandez , dan suciu",international conference on management of data,1999,894
895,optimizing queries on files,"mariano p. consens , tova milo",international conference on management of data,1994,895
896,efficient evaluation of queries in a mediator for websources,"vladimir zadorozhny , louiqa raschid , maria esther vidal , tolga urhan , laura bright",international conference on management of data,2002,896
897,report on fqas 2002 : fifth international conference on flexible query answering systems,"amihai motro , troels andreasen",acm sigmod record,2003,897
